product_name,brands,categories,ingredients_text_en,nutriscore_grade,nova_group,ecoscore_grade,quantity,serving_size,nutriments,nutrition_grades,countries_tags
Barilla Penne Rigate Fullkorn 500g,Barilla,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes alimentaires de céréales,Pâtes sèches,Pâtes de blé dur,Pâtes sèches au blé complet,Spaghetti,Pâtes de blé dur complet,Penne de blé dur,Spaghettis de blé dur,Penne,Penne rigate",,a,1.0,a,500g,80 g,"{'carbohydrates': 64, 'carbohydrates_100g': 64, 'carbohydrates_serving': 51.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 64, 'energy': 1466, 'energy-kcal': 347, 'energy-kcal_100g': 347, 'energy-kcal_serving': 278, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 347, 'energy-kcal_value_computed': 346.5, 'energy-kj': 1466, 'energy-kj_100g': 1466, 'energy-kj_serving': 1170, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1466, 'energy-kj_value_computed': 1465.5, 'energy_100g': 1466, 'energy_serving': 1170, 'energy_unit': 'kJ', 'energy_value': 1466, 'fat': 2.5, 'fat_100g': 2.5, 'fat_serving': 2, 'fat_unit': 'g', 'fat_value': 2.5, 'fiber': 8, 'fiber_100g': 8, 'fiber_serving': 6.4, 'fiber_unit': 'g', 'fiber_value': 8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'iron': 0.0033, 'iron_100g': 0.0033, 'iron_label': '0', 'iron_serving': 0.00264, 'iron_unit': 'mg', 'iron_value': 3.3, 'magnesium': 0.094, 'magnesium_100g': 0.094, 'magnesium_label': '0', 'magnesium_serving': 0.0752, 'magnesium_unit': 'mg', 'magnesium_value': 94, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -5, 'nutrition-score-fr_100g': -5, 'phosphorus': 0.305, 'phosphorus_100g': 0.305, 'phosphorus_label': '0', 'phosphorus_serving': 0.244, 'phosphorus_unit': 'mg', 'phosphorus_value': 305, 'proteins': 13, 'proteins_100g': 13, 'proteins_serving': 10.4, 'proteins_unit': 'g', 'proteins_value': 13, 'salt': 0.01, 'salt_100g': 0.01, 'salt_serving': 0.008, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_serving': 0.0032, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 3.5, 'sugars_100g': 3.5, 'sugars_serving': 2.8, 'sugars_unit': 'g', 'sugars_value': 3.5, 'zinc': 0.0031, 'zinc_100g': 0.0031, 'zinc_label': '0', 'zinc_serving': 0.00248, 'zinc_unit': 'mg', 'zinc_value': 3.1}",a,"en:belgium, en:france, en:germany, en:hungary, en:italy, en:slovenia, en:spain, en:switzerland"
Sauce soja,Kikkoman,"Condiments, Sauces, Sauces au soja","water, soybeans , wheat , salt",e,3.0,a-plus,250ml,,"{'carbohydrates': 6.7, 'carbohydrates_100g': 6.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 6.7, 'energy': 325, 'energy-kcal': 87, 'energy-kcal_100g': 87, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 87, 'energy-kcal_value_computed': 66.8, 'energy-kj': 325, 'energy-kj_100g': 325, 'energy-kj_unit': 'kJ', 'energy-kj_value': 325, 'energy-kj_value_computed': 283.9, 'energy_100g': 325, 'energy_unit': 'kJ', 'energy_value': 325, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 18.75, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 18.75, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 18.75, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 18.75, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 10, 'proteins_100g': 10, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 17.1, 'salt_100g': 17.1, 'salt_unit': 'g', 'salt_value': 17.1, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 6.84, 'sodium_100g': 6.84, 'sodium_unit': 'g', 'sodium_value': 6.84, 'sugars': 0.6, 'sugars_100g': 0.6, 'sugars_unit': 'g', 'sugars_value': 0.6}",e,"en:belgium, en:france, en:germany, en:ireland, en:spain, en:united-kingdom"
Kiri-Käse,Kiri,"dairies, fermented-foods, fermented-milk-products, cheeses, de:fermentierte-lebensmittel, de:fermentierte-milch, fr:fromages-pour-enfants, käse, de:milchprodukte, en:Cheeses (perishable)","pasteurized fresh milk 53% (origin: france), cream 32% (origin: france), water, milk proteins, milk mineral concentrate, lactic ferments, salt,",d,4.0,c,144 g,18g,"{'calcium': 0.67, 'calcium_100g': 0.67, 'calcium_label': 'Calcium', 'calcium_serving': 0.121, 'calcium_unit': 'mg', 'calcium_value': 670, 'carbohydrates': 2, 'carbohydrates_100g': 2, 'carbohydrates_serving': 0.36, 'carbohydrates_unit': 'g', 'carbohydrates_value': 2, 'carbon-footprint-from-known-ingredients_100g': 198, 'carbon-footprint-from-known-ingredients_product': 285, 'carbon-footprint-from-known-ingredients_serving': 35.6, 'energy': 1269, 'energy-kcal': 303, 'energy-kcal_100g': 303, 'energy-kcal_serving': 54.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 303, 'energy-kcal_value_computed': 305, 'energy-kj': 1269, 'energy-kj_100g': 1269, 'energy-kj_serving': 228, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1269, 'energy-kj_value_computed': 1260, 'energy_100g': 1269, 'energy_serving': 228, 'energy_unit': 'kJ', 'energy_value': 1269, 'fat': 29, 'fat_100g': 29, 'fat_serving': 5.22, 'fat_unit': 'g', 'fat_value': 29, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 9, 'proteins_100g': 9, 'proteins_serving': 1.62, 'proteins_unit': 'g', 'proteins_value': 9, 'salt': 1.3, 'salt_100g': 1.3, 'salt_serving': 0.234, 'salt_unit': 'g', 'salt_value': 1.3, 'saturated-fat': 19.5, 'saturated-fat_100g': 19.5, 'saturated-fat_serving': 3.51, 'saturated-fat_unit': 'g', 'saturated-fat_value': 19.5, 'sodium': 0.52, 'sodium_100g': 0.52, 'sodium_serving': 0.0936, 'sodium_unit': 'g', 'sodium_value': 0.52, 'sugars': 2, 'sugars_100g': 2, 'sugars_serving': 0.36, 'sugars_unit': 'g', 'sugars_value': 2}",d,"en:belgium, en:france, en:germany, en:luxembourg, en:switzerland"
Avoine - Boisson biologique,Bjorg,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons sans sucre ajouté, Boissons à l'avoine, Boissons-vegetales-a-base-d-avoine","water, oats* 11%, cold-pressed sunflower oil*, sea salt, *organic ingredients,",c,3.0,a,1,,"{'calcium': 1.2e-07, 'calcium_100g': 1.2e-07, 'calcium_label': '0', 'calcium_unit': 'mg', 'calcium_value': 0.00012, 'carbohydrates': 7, 'carbohydrates_100g': 7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 7, 'carbon-footprint-from-known-ingredients_product': 33, 'energy': 187, 'energy-kcal': 45, 'energy-kcal_100g': 45, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 45, 'energy-kcal_value_computed': 44.5, 'energy-kj': 187, 'energy-kj_100g': 187, 'energy-kj_unit': 'kJ', 'energy-kj_value': 187, 'energy-kj_value_computed': 187, 'energy_100g': 187, 'energy_unit': 'kJ', 'energy_value': 187, 'fat': 1.5, 'fat_100g': 1.5, 'fat_unit': 'g', 'fat_value': 1.5, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 6, 'nutrition-score-fr_100g': 6, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0.09, 'salt_100g': 0.09, 'salt_unit': 'g', 'salt_value': 0.09, 'saturated-fat': 0.3, 'saturated-fat_100g': 0.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'sodium': 0.036, 'sodium_100g': 0.036, 'sodium_unit': 'g', 'sodium_value': 0.036, 'sugars': 4, 'sugars_100g': 4, 'sugars_unit': 'g', 'sugars_value': 4}",c,"en:france, en:mauritius, en:morocco, en:reunion, en:switzerland"
Pringles sour cream,Pringles,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas, Aperitivos salados elaborados con patata","dried potato, vegetable oils (sunflower, corn), wheat flour , seasoning sour cream and onion sunflower oil totally powder, sour cream powder ( milk ), dextrose, flavourings, sugar, whey, lactose ( milk ), milk protein , potato starch, acidity regulators (malic acid)], yeast extract, emulsifier (e471), maltodextrin, salt,",d,4.0,b,40g,1 serving (40 g),"{'carbohydrates': 56, 'carbohydrates_100g': 56, 'carbohydrates_serving': 22.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 56, 'energy': 2160, 'energy-kcal': 517, 'energy-kcal_100g': 517, 'energy-kcal_serving': 207, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 517, 'energy-kcal_value_computed': 517.2, 'energy-kj': 2160, 'energy-kj_100g': 2160, 'energy-kj_serving': 864, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2160, 'energy-kj_value_computed': 2160.1, 'energy_100g': 2160, 'energy_serving': 864, 'energy_unit': 'kJ', 'energy_value': 2160, 'fat': 29, 'fat_100g': 29, 'fat_serving': 11.6, 'fat_unit': 'g', 'fat_value': 29, 'fiber': 3.5, 'fiber_100g': 3.5, 'fiber_serving': 1.4, 'fiber_unit': 'g', 'fiber_value': 3.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 12, 'nutrition-score-fr_100g': 12, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 2.52, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 1.2, 'salt_100g': 1.2, 'salt_serving': 0.48, 'salt_unit': 'g', 'salt_value': 1.2, 'saturated-fat': 2.9, 'saturated-fat_100g': 2.9, 'saturated-fat_serving': 1.16, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.9, 'sodium': 0.48, 'sodium_100g': 0.48, 'sodium_serving': 0.192, 'sodium_unit': 'g', 'sodium_value': 0.48, 'sugars': 2.1, 'sugars_100g': 2.1, 'sugars_serving': 0.84, 'sugars_unit': 'g', 'sugars_value': 2.1}",d,"en:austria, en:belgium, en:france, en:germany, en:morocco, en:netherlands, en:spain, en:switzerland, en:united-kingdom"
Miettes de Maquereaux,Joly,"Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Sardines, Canned sardines, Mackerels, Sardines in oil, Sardines in oil and chili, en:mackerel-fillets",,unknown,3.0,e,115 g,1 portion (100 g),"{'carbohydrates': 0.6, 'carbohydrates_100g': 0.6, 'carbohydrates_serving': 0.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.6, 'energy': 754, 'energy-kcal': 180.1, 'energy-kcal_100g': 180.1, 'energy-kcal_serving': 180, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 180.1, 'energy-kcal_value_computed': 180.4, 'energy_100g': 754, 'energy_serving': 754, 'energy_unit': 'kcal', 'energy_value': 180.1, 'fat': 6.4, 'fat_100g': 6.4, 'fat_serving': 6.4, 'fat_unit': 'g', 'fat_value': 6.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 1.33928571428572, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 1.33928571428572, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1.33928571428572, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1.33928571428572, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'omega-3-fat': 1.3, 'omega-3-fat_100g': 1.3, 'omega-3-fat_serving': 1.3, 'omega-3-fat_unit': 'g', 'omega-3-fat_value': 1.3, 'proteins': 30.1, 'proteins_100g': 30.1, 'proteins_serving': 30.1, 'proteins_unit': 'g', 'proteins_value': 30.1, 'salt': 1.4375, 'salt_100g': 1.4375, 'salt_serving': 1.44, 'salt_unit': 'g', 'salt_value': 1.4375, 'saturated-fat': 1.5, 'saturated-fat_100g': 1.5, 'saturated-fat_serving': 1.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.5, 'sodium': 0.575, 'sodium_100g': 0.575, 'sodium_serving': 0.575, 'sodium_unit': 'g', 'sodium_value': 0.575}",unknown,"en:france, en:morocco"
Linea,Jaouda,"Milchprodukte, Milch, Homogenisierte Milch, H-Milch, Entrahmte Milch, en:UHT Skimmed milks",,unknown,,c,1000,1 portion (100 ml),"{'calcium': 0.124, 'calcium_100g': 0.124, 'calcium_serving': 0.124, 'calcium_unit': 'g', 'calcium_value': 0.124, 'carbohydrates': 5, 'carbohydrates_100g': 5, 'carbohydrates_serving': 5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 5, 'energy': 134, 'energy-kcal': 32, 'energy-kcal_100g': 32, 'energy-kcal_serving': 32, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 32, 'energy-kcal_value_computed': 32.4, 'energy_100g': 134, 'energy_serving': 134, 'energy_unit': 'kcal', 'energy_value': 32, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'proteins': 3.1, 'proteins_100g': 3.1, 'proteins_serving': 3.1, 'proteins_unit': 'g', 'proteins_value': 3.1}",unknown,en:morocco
Granola L'original Gros éclats de chocolat,"Granola,LU,Mondelez","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,Cookies,Cookies au chocolat",,e,4.0,d,276 g,23 g,"{'carbohydrates': 60, 'carbohydrates_100g': 60, 'carbohydrates_serving': 13.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 60, 'carbon-footprint-from-known-ingredients_100g': 202.5, 'carbon-footprint-from-known-ingredients_product': 559, 'carbon-footprint-from-known-ingredients_serving': 46.6, 'energy': 2104, 'energy-kcal': 503, 'energy-kcal_100g': 503, 'energy-kcal_serving': 116, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 503, 'energy-kcal_value_computed': 503.4, 'energy-kj': 2104, 'energy-kj_100g': 2104, 'energy-kj_serving': 484, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2104, 'energy-kj_value_computed': 2105.3, 'energy_100g': 2104, 'energy_serving': 484, 'energy_unit': 'kJ', 'energy_value': 2104, 'fat': 26, 'fat_100g': 26, 'fat_serving': 5.98, 'fat_unit': 'g', 'fat_value': 26, 'fiber': 3.3, 'fiber_100g': 3.3, 'fiber_serving': 0.759, 'fiber_unit': 'g', 'fiber_value': 3.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 29, 'nutrition-score-fr_100g': 29, 'proteins': 5.7, 'proteins_100g': 5.7, 'proteins_serving': 1.31, 'proteins_unit': 'g', 'proteins_value': 5.7, 'salt': 1, 'salt_100g': 1, 'salt_serving': 0.23, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 14, 'saturated-fat_100g': 14, 'saturated-fat_serving': 3.22, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_serving': 0.092, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 36, 'sugars_100g': 36, 'sugars_serving': 8.28, 'sugars_unit': 'g', 'sugars_value': 36}",e,"en:france, en:switzerland"
Lait,,"Produits laitiers, Laits",,b,,d,,,"{'carbohydrates': 4.8, 'carbohydrates_100g': 4.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.8, 'energy': 238, 'energy-kcal': 57, 'energy-kcal_100g': 57, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 57, 'energy-kcal_value_computed': 58.2, 'energy_100g': 238, 'energy_unit': 'kcal', 'energy_value': 57, 'fat': 3, 'fat_100g': 3, 'fat_unit': 'g', 'fat_value': 3, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 3, 'proteins_100g': 3, 'proteins_unit': 'g', 'proteins_value': 3, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",b,en:morocco
Skyr,Yoplait,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés nature,Skyrs,Skyrs nature",,a,1.0,a,400 g (4 x 100 g),100 g,"{'carbohydrates': 3.6, 'carbohydrates_100g': 3.6, 'carbohydrates_serving': 3.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3.6, 'energy': 238, 'energy-kcal': 57, 'energy-kcal_100g': 57, 'energy-kcal_serving': 57, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 57, 'energy-kcal_value_computed': 57.9, 'energy_100g': 238, 'energy_serving': 238, 'energy_unit': 'kcal', 'energy_value': 57, 'fat': 0.5, 'fat_100g': 0.5, 'fat_serving': 0.5, 'fat_unit': 'g', 'fat_value': 0.5, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_serving': 0.5, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 9.5, 'proteins_100g': 9.5, 'proteins_serving': 9.5, 'proteins_unit': 'g', 'proteins_value': 9.5, 'salt': 0.15, 'salt_100g': 0.15, 'salt_serving': 0.15, 'salt_unit': 'g', 'salt_value': 0.15, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.06, 'sodium_100g': 0.06, 'sodium_serving': 0.06, 'sodium_unit': 'g', 'sodium_value': 0.06, 'sugars': 3.6, 'sugars_100g': 3.6, 'sugars_serving': 3.6, 'sugars_unit': 'g', 'sugars_value': 3.6}",a,en:france
Kiri carré 36,Kiri,"produits-laitiers, produits-fermentés, produits-laitiers-fermentés, fromages, fr:fromages-pour-enfants",,d,4.0,d,,16 g,"{'calcium': 0.5, 'calcium_100g': 0.5, 'calcium_label': 'Calcium', 'calcium_serving': 0.08, 'calcium_unit': 'mg', 'calcium_value': 500, 'carbohydrates': 3.5, 'carbohydrates_100g': 3.5, 'carbohydrates_serving': 0.56, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3.5, 'energy': 950, 'energy-kcal': 230, 'energy-kcal_100g': 230, 'energy-kcal_serving': 36.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 230, 'energy-kcal_value_computed': 230, 'energy-kj': 950, 'energy-kj_100g': 950, 'energy-kj_serving': 152, 'energy-kj_unit': 'kJ', 'energy-kj_value': 950, 'energy-kj_value_computed': 952.5, 'energy_100g': 950, 'energy_serving': 152, 'energy_unit': 'kJ', 'energy_value': 950, 'fat': 20, 'fat_100g': 20, 'fat_serving': 3.2, 'fat_unit': 'g', 'fat_value': 20, 'fiber_modifier': '-', 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 9, 'proteins_100g': 9, 'proteins_serving': 1.44, 'proteins_unit': 'g', 'proteins_value': 9, 'salt': 1.6, 'salt_100g': 1.6, 'salt_serving': 0.256, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 13, 'saturated-fat_100g': 13, 'saturated-fat_serving': 2.08, 'saturated-fat_unit': 'g', 'saturated-fat_value': 13, 'sodium': 0.64, 'sodium_100g': 0.64, 'sodium_serving': 0.102, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 2, 'sugars_100g': 2, 'sugars_serving': 0.32, 'sugars_unit': 'g', 'sugars_value': 2}",d,en:morocco
6111265930385&quot;,,en:yogurts,,unknown,,b,,,{},unknown,en:morocco
Copos de avena,Brüggen,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats",oats,a,1.0,a,500 g,40g,"{'carbohydrates': 59, 'carbohydrates_100g': 59, 'carbohydrates_serving': 23.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 59, 'carbon-footprint-from-known-ingredients_product': 150, 'carbon-footprint-from-known-ingredients_serving': 12, 'energy': 1580, 'energy-kcal': 375, 'energy-kcal_100g': 375, 'energy-kcal_serving': 150, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 375, 'energy-kcal_value_computed': 375, 'energy-kj': 1580, 'energy-kj_100g': 1580, 'energy-kj_serving': 632, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1580, 'energy-kj_value_computed': 1580, 'energy_100g': 1580, 'energy_serving': 632, 'energy_unit': 'kJ', 'energy_value': 1580, 'fat': 7, 'fat_100g': 7, 'fat_serving': 2.8, 'fat_unit': 'g', 'fat_value': 7, 'fiber': 10, 'fiber_100g': 10, 'fiber_serving': 4, 'fiber_unit': 'g', 'fiber_value': 10, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'iron': 0.0058, 'iron_100g': 0.0058, 'iron_label': 'Hierro', 'iron_serving': 0.00232, 'iron_unit': 'mg', 'iron_value': 5.8, 'magnesium': 0.13, 'magnesium_100g': 0.13, 'magnesium_label': 'Magnesio', 'magnesium_serving': 0.052, 'magnesium_unit': 'mg', 'magnesium_value': 130, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -5, 'nutrition-score-fr_100g': -5, 'phosphorus': 0.43, 'phosphorus_100g': 0.43, 'phosphorus_label': 'Fósforo', 'phosphorus_serving': 0.172, 'phosphorus_unit': 'mg', 'phosphorus_value': 430, 'proteins': 14, 'proteins_100g': 14, 'proteins_serving': 5.6, 'proteins_unit': 'g', 'proteins_value': 14, 'salt': 0.02, 'salt_100g': 0.02, 'salt_serving': 0.008, 'salt_unit': 'g', 'salt_value': 0.02, 'saturated-fat': 1.3, 'saturated-fat_100g': 1.3, 'saturated-fat_serving': 0.52, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.3, 'sodium': 0.008, 'sodium_100g': 0.008, 'sodium_serving': 0.0032, 'sodium_unit': 'g', 'sodium_value': 0.008, 'sugars': 0.7, 'sugars_100g': 0.7, 'sugars_serving': 0.28, 'sugars_unit': 'g', 'sugars_value': 0.7, 'vitamin-b1': 0.0006, 'vitamin-b1_100g': 0.0006, 'vitamin-b1_label': 'Vitamina B1 (Tiamina)', 'vitamin-b1_serving': 0.00024, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 0.6, 'zinc': 0.0043, 'zinc_100g': 0.0043, 'zinc_label': 'Zinc', 'zinc_serving': 0.00172, 'zinc_unit': 'mg', 'zinc_value': 4.3}",a,"en:bulgaria, en:france, en:romania, en:spain, en:united-states"
